household_id,household_size,average_monthly_consumption_kwh,has_aircon,has_water_heater
873,1,182.64799214941723,0,1
874,4,400.55204892350315,1,0
875,1,56.757923517426484,0,0
876,4,420.78168265350575,1,0
877,1,291.92008510359904,1,1
878,2,351.0754397438882,1,0
879,5,536.0698638926841,1,1
880,3,198.95570697267328,0,0
881,4,178.00901013428032,0,0
882,5,504.54185767673476,1,0
883,3,173.2546648210435,0,0
884,3,366.5912025755708,1,0
885,1,57.020733630594435,0,0
886,2,372.5441414577665,1,1
887,2,336.0159497542162,1,0
888,5,454.2107960954414,1,0
889,2,40.987908892385434,0,0
890,4,366.48440614878996,1,0
891,2,294.4246274342176,1,0
892,5,459.29996949496666,1,0
893,2,298.30234533300313,1,0
894,4,436.5691236938099,1,0
895,1,-8.533055921158748,0,0
896,5,454.3076380951548,1,0
897,1,-4.5393767616146405,0,0
898,1,72.79136886452505,0,0
899,1,127.16623856673992,0,1
900,3,162.58829916072355,0,0
901,3,124.08351118230702,0,0
902,1,88.38394794973253,0,0
903,5,561.2517399217655,1,1
904,4,497.50632909035664,1,1
905,4,396.1144825940968,1,0
906,2,397.39571855885396,1,1
907,5,228.79322296037952,0,0
908,3,375.66666977062135,1,0
909,1,379.4844268297176,1,1
910,2,212.11831679937558,0,1
911,4,378.1119259057777,1,0
912,3,160.8425195181931,0,0
913,3,311.2057536872406,1,0
914,1,267.1717093352703,1,0
915,4,293.51810238587615,0,1
916,5,193.90550981403507,0,0
917,3,315.1464846826291,1,0
918,1,241.50583309768697,1,0
919,5,240.97420758577522,0,0
920,4,363.71569193743585,1,0
921,3,161.6693618805655,0,0
922,5,537.5442082682154,1,1
923,5,524.1719260406444,1,1
924,5,227.32625499524912,0,0
925,3,261.4612137924969,0,1
926,3,279.6622133926489,0,1
927,2,165.49315548460388,0,1
928,4,181.63499248535538,0,0
929,1,264.7362299623599,1,0
930,5,239.2591186075904,0,0
931,2,295.818083980103,1,0
932,1,272.18959455174013,1,0
933,2,242.7193173747812,1,0
934,3,389.5490697455801,1,0
935,5,332.1804157298802,0,1
936,1,237.65520566313458,1,0
937,1,247.32297537335654,1,0
938,1,328.87288065061557,1,1
939,1,78.06396089665225,0,1
940,1,374.84814682359706,1,1
941,2,381.23976896811854,1,1
942,5,263.29006391342125,0,0
943,3,258.5464931172213,0,1
944,3,319.365126273191,1,0
945,3,364.2041569710569,1,0
946,3,341.9707672730362,1,0
947,2,325.40312325649484,1,0
948,4,136.18317738945512,0,0
949,5,447.0271709927619,1,0
950,1,311.91538032648117,1,1
951,4,212.96788851902465,0,0
952,3,164.10132562104607,0,0
953,4,458.7712231553392,1,1
954,5,228.6347840747187,0,0
955,1,246.68003894328012,1,0
956,1,23.100733180543756,0,0
957,5,275.25951086356383,0,0
958,5,238.9237839865766,0,0
959,3,342.79035342035075,1,1
960,1,238.75533830134583,1,0
961,4,368.84368537468083,1,0
962,2,331.06172553617165,1,1
963,2,142.87720085332282,0,1
964,5,453.2822541549891,1,0
965,3,389.8592248474469,1,0
966,2,309.3955342159494,1,0
967,1,31.80489835352781,0,0
968,5,463.67712585512106,1,0
969,4,186.22729069343023,0,0
970,5,309.1619889251057,0,1
971,4,365.36911995301045,1,0
972,5,397.4451357974484,1,0
973,5,238.30228880321664,0,0
974,5,254.74160469760395,0,0
975,4,397.1012898995533,1,0
976,4,387.5209921615792,1,0
977,5,501.62761817909654,1,1
978,2,318.24738575054903,1,0
979,3,310.48604240160245,1,0
980,3,173.28083741530426,0,0
981,3,319.93348943219826,1,0
982,4,377.42694287940895,1,0
983,4,155.9964442815297,0,0
984,2,284.9579355934309,1,0
985,3,179.25937375433938,0,0
986,3,445.4688426533187,1,1
987,5,559.352663360841,1,1
988,4,495.6642763780181,1,1
989,3,396.8899051440889,1,1
990,2,290.0763232701733,1,0
991,2,356.59402612647614,1,1
992,3,389.9172471211712,1,0
993,4,244.09634060721066,0,1
994,2,406.8109306816733,1,1
995,5,356.78861610326305,0,1
996,2,434.8886060514826,1,1
997,1,237.70940222111508,1,0
998,1,271.3696647874049,1,0
999,4,268.4495550961653,0,0
1000,3,131.4707496919891,0,0
